date,geo,revenue,tv_spend,tv_impressions,tv_cpm,digital_spend,digital_impressions,digital_cpm,social_spend,social_impressions,social_cpm,search_spend,search_impressions,search_cpm,display_spend,display_impressions,display_cpm,price_index,competitor_spend
2023-03-13,southwest,639.39,0.0,0.0,27.21,91.2,8995.0,10.14,39.15,5741.0,6.82,70.97,4505.0,15.75,30.32,6037.0,5.02,95.96,162.28
2023-03-20,southwest,633.98,75.51,2770.0,27.25,75.32,6927.0,10.87,45.96,6362.0,7.22,59.24,3700.0,16.01,0.0,0.0,5.23,95.42,208.13
2023-03-27,southwest,635.85,143.58,5217.0,27.52,92.08,8436.0,10.91,38.39,5529.0,6.94,81.27,4986.0,16.3,0.0,0.0,5.15,95.92,89.26
2023-04-03,southwest,679.25,0.0,0.0,26.9,66.04,6052.0,10.91,37.23,5166.0,7.21,58.81,3614.0,16.27,0.0,0.0,5.08,96.48,167.88
2023-04-10,southwest,639.11,111.14,4326.0,25.69,37.12,3348.0,11.09,55.03,7494.0,7.34,55.4,3232.0,17.14,0.0,0.0,5.0,95.92,118.89
2023-04-17,southwest,652.48,0.0,0.0,27.01,29.05,2556.0,11.36,0.0,0.0,6.94,86.96,5328.0,16.32,29.42,5845.0,5.03,95.51,197.88
2023-04-24,southwest,600.52,0.0,0.0,26.31,51.35,4424.0,11.61,0.0,0.0,7.48,42.48,2611.0,16.27,48.06,9485.0,5.07,96.1,114.26
2023-05-01,southwest,658.96,144.25,5555.0,25.97,81.75,6889.0,11.87,28.0,3789.0,7.39,45.66,2829.0,16.14,0.0,0.0,4.58,96.03,168.69
2023-05-08,southwest,654.47,0.0,0.0,26.42,88.85,7730.0,11.49,48.13,6774.0,7.11,39.75,2434.0,16.33,33.41,7169.0,4.66,94.92,165.57
2023-05-15,southwest,629.52,0.0,0.0,28.92,50.77,4527.0,11.22,0.0,0.0,6.71,48.46,3092.0,15.67,13.97,2917.0,4.79,94.22,101.59
2023-05-22,southwest,618.94,74.84,2735.0,27.36,66.17,5870.0,11.27,34.71,5304.0,6.54,42.73,2925.0,14.61,0.0,0.0,4.56,94.09,75.65
2023-05-29,southwest,621.8,0.0,0.0,27.17,60.43,5560.0,10.87,41.22,6456.0,6.38,98.5,6851.0,14.38,0.0,0.0,4.34,93.51,129.09
2023-06-05,southwest,653.34,71.25,2741.0,25.99,59.61,5612.0,10.62,0.0,0.0,6.26,54.74,3863.0,14.17,0.0,0.0,4.18,93.3,114.05
2023-06-12,southwest,548.61,0.0,0.0,24.95,45.81,4370.0,10.48,0.0,0.0,6.05,45.67,3160.0,14.45,38.05,9544.0,3.99,93.32,189.26
2023-06-19,southwest,596.66,0.0,0.0,23.77,38.5,3684.0,10.45,25.97,4326.0,6.0,50.24,3709.0,13.54,40.84,10452.0,3.91,94.05,191.04
2023-06-26,southwest,558.12,145.06,6495.0,22.33,43.15,4480.0,9.63,19.91,3452.0,5.77,89.0,6531.0,13.63,37.61,10497.0,3.58,93.91,146.33
2023-07-03,southwest,563.47,87.18,4026.0,21.65,32.26,3378.0,9.55,52.25,9890.0,5.28,64.13,4515.0,14.2,0.0,0.0,3.36,94.44,170.81
2023-07-10,southwest,546.75,0.0,0.0,20.09,43.26,4703.0,9.2,51.0,9997.0,5.1,54.43,3996.0,13.62,0.0,0.0,3.42,95.16,174.05
2023-07-17,southwest,537.9,162.13,8091.0,20.04,28.71,3152.0,9.11,67.23,14596.0,4.61,80.9,6369.0,12.7,43.55,13522.0,3.22,95.87,208.62
2023-07-24,southwest,544.88,79.38,4080.0,19.46,76.3,8443.0,9.04,54.86,12157.0,4.51,54.08,4446.0,12.16,47.34,14608.0,3.24,96.02,155.3
2023-07-31,southwest,508.97,129.05,6753.0,19.11,52.36,5693.0,9.2,16.91,3980.0,4.25,50.01,4238.0,11.8,29.71,9355.0,3.18,95.04,136.8
2023-08-07,southwest,548.06,66.44,3632.0,18.29,102.93,11071.0,9.3,0.0,0.0,4.15,42.64,3659.0,11.65,46.36,15875.0,2.92,95.27,137.12
2023-08-14,southwest,467.37,102.59,5832.0,17.59,42.92,4559.0,9.41,0.0,0.0,4.19,50.57,4544.0,11.13,0.0,0.0,2.89,95.79,176.09
2023-08-21,southwest,519.98,140.89,8148.0,17.29,54.63,5704.0,9.58,38.83,9777.0,3.97,46.81,4120.0,11.36,31.23,11112.0,2.81,95.75,164.11
2023-08-28,southwest,493.91,134.47,8243.0,16.31,55.55,5884.0,9.44,0.0,0.0,4.01,63.93,5954.0,10.74,28.0,10336.0,2.71,96.62,162.24
2023-09-04,southwest,467.17,0.0,0.0,15.82,28.65,3093.0,9.26,0.0,0.0,3.88,44.41,4446.0,9.99,0.0,0.0,2.67,97.05,112.02
2023-09-11,southwest,492.33,89.62,5906.0,15.17,92.62,9897.0,9.36,43.81,10897.0,4.02,57.88,5695.0,10.16,10.64,3986.0,2.67,97.34,197.83
2023-09-18,southwest,456.94,100.98,6916.0,14.6,30.46,3222.0,9.45,64.7,16463.0,3.93,33.06,3523.0,9.38,0.0,0.0,2.7,97.88,124.57
2023-09-25,southwest,489.66,68.25,5016.0,13.61,100.39,10795.0,9.3,18.65,4902.0,3.8,38.91,4202.0,9.26,0.0,0.0,2.77,98.05,119.27
2023-10-02,southwest,456.1,141.56,10018.0,14.13,96.69,10296.0,9.39,24.7,6375.0,3.87,49.14,4846.0,10.14,0.0,0.0,2.8,96.8,146.34
2023-10-09,southwest,503.22,115.96,8357.0,13.88,69.24,7363.0,9.4,38.68,10091.0,3.83,74.44,7326.0,10.16,0.0,0.0,2.69,96.55,117.3
2023-10-16,southwest,470.34,140.34,9697.0,14.47,69.86,7567.0,9.23,46.75,12417.0,3.76,47.95,4845.0,9.9,0.0,0.0,2.67,97.15,164.2
2023-10-23,southwest,488.72,85.62,5662.0,15.12,78.34,8068.0,9.71,59.71,15900.0,3.76,62.06,6208.0,10.0,0.0,0.0,2.96,96.74,131.89
2023-10-30,southwest,508.79,0.0,0.0,14.78,57.8,5848.0,9.88,69.34,18196.0,3.81,42.74,4214.0,10.14,27.91,9092.0,3.07,96.63,140.69
2023-11-06,southwest,481.13,95.77,5519.0,17.35,97.08,7616.0,12.75,0.0,0.0,4.81,36.92,2987.0,12.36,0.0,0.0,4.0,96.11,151.69
2023-11-13,southwest,558.69,59.06,3091.0,19.11,42.6,3441.0,12.38,16.66,3598.0,4.63,33.98,2643.0,12.86,0.0,0.0,4.25,97.0,104.37
2023-11-20,southwest,537.3,96.58,4692.0,20.59,42.19,3391.0,12.44,58.87,12430.0,4.74,46.92,3683.0,12.74,0.0,0.0,4.38,97.84,97.89
2023-11-27,southwest,586.12,151.59,7197.0,21.06,78.83,6180.0,12.76,47.85,9682.0,4.94,40.09,2922.0,13.72,32.47,7181.0,4.52,97.4,200.35
2023-12-04,southwest,622.66,162.78,7477.0,21.77,82.79,6116.0,13.54,25.12,4927.0,5.1,41.63,2936.0,14.18,0.0,0.0,4.63,97.47,139.59
2023-12-11,southwest,653.59,117.67,5365.0,21.93,131.58,9355.0,14.07,0.0,0.0,5.44,73.47,4939.0,14.88,0.0,0.0,4.51,97.13,139.0
2023-12-18,southwest,610.33,110.2,4829.0,22.82,45.91,3148.0,14.58,55.57,9961.0,5.58,34.6,2307.0,15.0,32.52,7008.0,4.64,97.44,89.28
2023-12-25,southwest,629.33,0.0,0.0,22.94,106.54,7357.0,14.48,57.14,10027.0,5.7,65.04,4062.0,16.01,20.27,4100.0,4.94,97.7,157.37
